src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_059_v.jpg,B,0.659951634396917,0.6565067768096924,37,0.00344485758722457
People_059_v.jpg,C,0.45775766648680044,0.46208998560905457,18,0.004332319122254125
People_059_v.jpg,D,0.3375324138621293,0.330737829208374,11,0.0067945846537552645
People_059_v.jpg,E,0.26604605095,0.2578248977661133,8,0.00822115318388672
People_059_v.jpg,F,0.22354000524961462,0.23183685541152954,7,0.00829685016191492
People_059_v.jpg,G,0.1611954868,0.17486269772052765,5,0.01366721092052764
People_060_v.jpg,A,1,1,None,0
People_060_v.jpg,B,0.659951634396917,0.6616315841674805,41,0.0016799497705635158
People_060_v.jpg,C,0.45775766648680044,0.4559096097946167,19,0.0018480566921837416
People_060_v.jpg,D,0.3375324138621293,0.3378138542175293,12,0.0002814403554000089
People_060_v.jpg,E,0.26604605095,0.27491772174835205,9,0.00887167079835205
People_060_v.jpg,F,0.22354000524961462,0.22423140704631805,7,0.0006914017967034336
People_060_v.jpg,G,0.1611954868,0.1715906411409378,5,0.010395154340937796
People_061_h.jpg,A,1,1,None,0
People_061_h.jpg,B,0.659951634396917,0.6595667004585266,50,0.0003849339383903416
People_061_h.jpg,C,0.45775766648680044,0.4525658190250397,24,0.005191847461760768
People_061_h.jpg,D,0.3375324138621293,0.34491580724716187,16,0.007383393385032577
People_061_h.jpg,E,0.26604605095,0.2591901421546936,11,0.006855908795306398
People_061_h.jpg,F,0.22354000524961462,0.22159913182258606,9,0.001940873427028561
People_061_h.jpg,G,0.1611954868,0.15849906206130981,6,0.002696424738690195
People_062_v.jpg,A,1,1,None,0
People_062_v.jpg,B,0.659951634396917,0.6599603295326233,43,8.695135706338064e-06
People_062_v.jpg,C,0.45775766648680044,0.4538921117782593,19,0.0038655547085411635
People_062_v.jpg,D,0.3375324138621293,0.3391931354999542,12,0.0016607216378249356
People_062_v.jpg,E,0.26604605095,0.2540947496891022,8,0.011951301260897829
People_062_v.jpg,F,0.22354000524961462,0.22962673008441925,7,0.00608672483480463
People_062_v.jpg,G,0.1611954868,0.17625801265239716,5,0.015062525852397146
People_063_h.jpg,A,1,1,None,0
People_063_h.jpg,B,0.659951634396917,0.6613637208938599,43,0.0014120864969429103
